timestamp,speed_sift_ma,speed_sift_lp,speed_gt
6.050060,0.001889,0.001787,0.000000
6.100057,0.001435,0.001326,0.000000
6.150059,0.001236,0.000967,0.000000
6.200069,0.001498,0.000998,0.000000
6.250069,0.001733,0.001169,0.000000
6.300069,0.001874,0.001314,0.000000
6.350071,0.002394,0.001842,0.000000
6.400078,0.002611,0.001850,0.000000
6.450083,0.002949,0.002343,0.000000
6.500079,0.003061,0.002352,0.000000
6.550087,0.002637,0.002143,0.000000
6.600084,0.002599,0.002130,0.000000
6.650091,0.002423,0.001902,0.000000
6.700090,0.001789,0.001447,0.000000
6.750067,0.001787,0.001502,0.000000
6.800067,0.001232,0.001208,0.000000
6.850066,0.001090,0.001361,0.000000
6.900068,0.001029,0.001199,0.000000
6.950085,0.001068,0.001132,0.000000
7.000072,0.001319,0.001285,0.000000
7.050074,0.001362,0.001370,0.000000
7.100076,0.001118,0.000636,0.000000
7.150087,0.001070,0.000676,0.000000
7.200072,0.000770,0.000677,0.000000
7.250084,0.001008,0.000946,0.000000
7.300095,0.001005,0.000684,0.000000
7.350080,0.000675,0.000440,0.000000
7.400098,0.001505,0.001385,0.000000
7.450094,0.001537,0.001447,0.000000
7.500067,0.002367,0.002307,0.000000
7.550073,0.002842,0.002605,0.000000
7.600074,0.003479,0.003274,0.000000
7.650076,0.003780,0.003206,0.000000
7.700076,0.004077,0.003273,0.000000
7.750083,0.003680,0.003108,0.000000
7.801523,0.004102,0.003135,0.000000
7.850086,0.003672,0.003129,0.000000
7.900089,0.003389,0.002967,0.000000
7.950081,0.001596,0.001094,0.000000
8.000098,0.000530,0.001024,0.000000
8.050104,0.001773,0.002217,0.000000
8.100082,0.002936,0.003027,0.000000
8.150085,0.004293,0.003751,0.000000
8.200104,0.005705,0.004432,0.000000
8.250079,0.006635,0.004448,0.000000
8.300074,0.006205,0.004348,0.000000
8.350074,0.005689,0.004206,0.000000
8.400084,0.005005,0.003812,0.000000
8.450083,0.004588,0.003728,0.000000
8.500088,0.004020,0.003624,0.000000
8.550087,0.003330,0.003374,0.000000
8.600099,0.001972,0.001694,0.000000
8.650091,0.001122,0.000898,0.000000
8.700106,0.000843,0.000690,0.000000
8.750102,0.001646,0.001525,0.000000
8.800097,0.002649,0.002034,0.000000
8.850109,0.003527,0.002348,0.000000
8.900112,0.004241,0.002528,0.000000
8.952668,0.003599,0.002347,0.000000
9.000083,0.003551,0.002763,0.000000
9.052032,0.003613,0.002792,0.000000
9.100088,0.003436,0.002769,0.000000
9.150107,0.003447,0.002981,0.000000
9.200093,0.003457,0.003241,0.000000
9.250096,0.003429,0.003243,0.000000
9.300102,0.003622,0.003278,0.000000
9.350106,0.003343,0.003183,0.000000
9.400092,0.003461,0.003322,0.000000
9.450108,0.003327,0.002993,0.000000
9.500111,0.002953,0.002646,0.000000
9.550116,0.002846,0.002915,0.000000
9.600115,0.002823,0.002928,0.000000
9.650117,0.002932,0.002996,0.000000
9.700125,0.002881,0.002809,0.000000
9.750090,0.002708,0.002587,0.000000
9.800090,0.002927,0.002527,0.000000
9.850105,0.002750,0.002174,0.000000
9.900100,0.002282,0.002028,0.000000
9.950100,0.002016,0.001754,0.000000
10.000105,0.001092,0.000724,0.000000
10.050111,0.000701,0.000330,0.000000
10.100105,0.000832,0.000665,0.000000
10.150109,0.001415,0.001103,0.000000
10.200112,0.001889,0.001576,0.000000
10.250120,0.001704,0.001305,0.000000
10.300119,0.001967,0.001705,0.000000
10.350121,0.001997,0.001844,0.000000
10.400125,0.002034,0.001847,0.000000
10.450129,0.002037,0.001623,0.000000
10.500091,0.002220,0.001622,0.000000
10.550100,0.002065,0.001279,0.000000
10.600105,0.001444,0.000826,0.000000
10.650106,0.000960,0.000520,0.000000
10.700106,0.000968,0.000673,0.000000
10.750113,0.000816,0.000845,0.000000
10.800115,0.000938,0.000890,0.000000
10.850120,0.001161,0.001037,0.000000
10.900114,0.001151,0.001160,0.000000
10.950121,0.001559,0.001404,0.000000
11.000121,0.001826,0.001574,0.000000
11.050123,0.001865,0.001621,0.000000
11.100129,0.001766,0.001535,0.000000
11.150136,0.001670,0.001368,0.000000
11.200126,0.001549,0.001269,0.000000
11.250104,0.001520,0.001296,0.000000
11.320603,0.001489,0.001324,0.000000
11.350112,0.001600,0.001439,0.000000
11.400117,0.001534,0.001426,0.000000
11.450113,0.001620,0.001302,0.000000
11.500119,0.001638,0.001264,0.000000
11.550123,0.001835,0.001501,0.000000
11.600127,0.001785,0.001438,0.000000
11.650565,0.001472,0.001092,0.000000
11.700127,0.001304,0.000913,0.000000
11.750132,0.001130,0.000725,0.000000
11.800122,0.000971,0.000531,0.000000
11.850136,0.000740,0.000429,0.000000
11.900140,0.000517,0.000474,0.000000
11.950145,0.000765,0.000720,0.000000
12.000111,0.001045,0.000978,0.000000
12.051157,0.001283,0.001108,0.000000
12.100121,0.001320,0.001028,0.000000
12.150119,0.001282,0.001031,0.000000
12.200125,0.001168,0.000830,0.000000
12.250124,0.001077,0.000819,0.000000
12.300127,0.000994,0.000890,0.000000
12.350125,0.001106,0.000940,0.000000
12.400136,0.001107,0.000939,0.000000
12.450128,0.001139,0.000989,0.000000
12.500130,0.001094,0.001003,0.000000
12.550142,0.001054,0.000875,0.000000
12.600145,0.000833,0.000664,0.000000
12.650136,0.000777,0.000645,0.000000
12.700140,0.000920,0.000864,0.000000
12.750114,0.000605,0.000588,0.000000
12.800128,0.000607,0.000713,0.000000
12.850126,0.000933,0.001016,0.000000
12.900131,0.001263,0.001401,0.000000
12.950132,0.001640,0.001721,0.000000
13.000133,0.002049,0.001907,0.000000
13.050127,0.002542,0.002122,0.000000
13.100134,0.002892,0.002234,0.000000
13.150145,0.002808,0.002346,0.000000
13.200136,0.002596,0.002047,0.000000
13.250140,0.002036,0.001487,0.000000
13.300142,0.001746,0.001446,0.000000
13.350137,0.001535,0.001464,0.000000
13.400157,0.001338,0.001433,0.000000
13.450161,0.001479,0.001672,0.000000
13.500124,0.001384,0.001558,0.000000
13.550127,0.001370,0.001585,0.000000
13.600137,0.001295,0.001097,0.000000
13.650128,0.001103,0.001040,0.000000
13.700141,0.000955,0.000670,0.000000
13.750145,0.000716,0.000452,0.000000
13.800142,0.000593,0.000298,0.000000
13.850145,0.000733,0.000388,0.000000
13.900146,0.000739,0.000249,0.000000
13.950157,0.001006,0.000752,0.000000
14.000156,0.001042,0.000674,0.000000
14.050163,0.001007,0.000757,0.000000
14.100156,0.000868,0.000611,0.000000
14.150167,0.000868,0.000696,0.000000
14.200157,0.000828,0.000723,0.000000
14.250132,0.000937,0.000625,0.000000
14.300133,0.000666,0.000601,0.000000
14.350140,0.000733,0.000715,0.000000
14.400136,0.000755,0.000908,0.000000
14.450145,0.000947,0.001013,0.000000
14.500145,0.001148,0.001260,0.000000
14.561581,0.001362,0.001450,0.000000
14.600156,0.001808,0.001690,0.000000
14.650156,0.001962,0.001744,0.000000
14.700160,0.001958,0.001551,0.000000
14.750157,0.001808,0.001473,0.000000
14.800164,0.001800,0.001427,0.000000
14.850162,0.001441,0.001141,0.000000
14.900170,0.000949,0.000676,0.000000
14.950169,0.000499,0.000349,0.000000
15.000149,0.000212,0.000183,0.000000
15.050145,0.000144,0.000224,0.000000
15.100148,0.000230,0.000105,0.000000
15.150147,0.000476,0.000286,0.000000
15.200154,0.000375,0.000227,0.000000
15.250156,0.000315,0.000318,0.000000
15.300154,0.000335,0.000425,0.000000
15.350159,0.000591,0.000676,0.000000
15.400160,0.000765,0.000824,0.000000
15.450166,0.001056,0.001046,0.000000
15.500170,0.001076,0.000899,0.000000
15.550177,0.001107,0.000864,0.000000
15.600164,0.001163,0.000896,0.000000
15.650176,0.000985,0.000707,0.000000
15.700183,0.000711,0.000517,0.000000
15.750154,0.000580,0.000516,0.000000
15.800147,0.000416,0.000466,0.000000
15.850152,0.000387,0.000350,0.000000
15.900156,0.000435,0.000395,0.000000
15.950160,0.000585,0.000328,0.000000
16.000158,0.000547,0.000311,0.000000
16.050167,0.000378,0.000199,0.000000
16.100173,0.000257,0.000173,0.000000
16.150164,0.000282,0.000430,0.000000
16.200171,0.000276,0.000458,0.000000
16.250177,0.000735,0.000683,0.000000
16.300181,0.000780,0.000671,0.000000
16.350176,0.000924,0.000672,0.000000
16.400183,0.000943,0.000675,0.000000
16.450185,0.000889,0.000697,0.000000
16.500157,0.000898,0.000733,0.000000
16.550161,0.001001,0.000822,0.000000
16.600159,0.001017,0.000926,0.000000
16.650168,0.000898,0.000859,0.000000
16.700168,0.001056,0.001035,0.000000
16.750170,0.001125,0.001047,0.000000
16.800172,0.001197,0.001007,0.000000
16.850171,0.001221,0.000898,0.000000
16.900179,0.001156,0.000767,0.000000
16.960123,0.001108,0.000638,0.000000
17.000175,0.000904,0.000579,0.000000
17.050191,0.000558,0.000406,0.000000
17.100180,0.000364,0.000416,0.000000
17.150197,0.000227,0.000367,0.000000
17.200192,0.000116,0.000235,0.000000
17.250160,0.000212,0.000139,0.000000
17.300167,0.000308,0.000286,0.000000
17.350170,0.000563,0.000516,0.000000
17.400169,0.000549,0.000477,0.000000
17.450176,0.000668,0.000591,0.000000
17.500173,0.000749,0.000595,0.000000
17.550171,0.000736,0.000657,0.000000
17.600179,0.000867,0.000679,0.000000
17.650183,0.000735,0.000579,0.000000
17.700182,0.000669,0.000617,0.000000
17.750194,0.000642,0.000542,0.000000
17.800187,0.000478,0.000409,0.000000
17.850198,0.000340,0.000335,0.000000
17.900191,0.000293,0.000273,0.000000
17.950201,0.000239,0.000139,0.000000
18.000176,0.000235,0.000270,0.000000
18.050175,0.000264,0.000288,0.000000
18.100180,0.000305,0.000272,0.000000
18.150178,0.000470,0.000435,0.000000
18.200178,0.000504,0.000431,0.000000
18.250188,0.000572,0.000566,0.000000
18.300188,0.000702,0.000631,0.000000
18.350189,0.000878,0.000675,0.000000
18.400190,0.000873,0.000597,0.000000
18.450199,0.000830,0.000663,0.000000
18.500188,0.000684,0.000634,0.000000
18.550202,0.000515,0.000353,0.000000
18.600201,0.000578,0.000349,0.000000
18.650195,0.000383,0.000363,0.000000
18.700208,0.000282,0.000388,0.000000
18.750175,0.000344,0.000506,0.000000
18.800176,0.000366,0.000572,0.000000
18.869976,0.000508,0.000622,0.000000
18.900185,0.000742,0.000840,0.000000
18.950187,0.000867,0.000764,0.000000
19.000197,0.001022,0.000917,0.000000
19.059959,0.001006,0.000796,0.000000
19.100203,0.001225,0.001059,0.000000
19.150200,0.001240,0.000967,0.000000
19.200204,0.001154,0.000795,0.000000
19.250206,0.000922,0.000713,0.000000
19.300198,0.000911,0.000738,0.000000
19.350200,0.000993,0.000977,0.000000
19.400203,0.000915,0.000840,0.000000
19.450208,0.000757,0.000780,0.000000
19.500191,0.000818,0.000726,0.000000
19.550187,0.001215,0.001137,0.000000
19.600185,0.001361,0.001316,0.000000
19.650198,0.001260,0.001063,0.000000
19.700195,0.001277,0.001109,0.000000
19.750205,0.001478,0.001221,0.000000
19.800202,0.001498,0.001088,0.000000
19.850196,0.001330,0.000931,0.000000
19.900202,0.001055,0.000929,0.000000
19.950209,0.000843,0.000807,0.000000
20.000215,0.000965,0.000811,0.000000
20.050224,0.000893,0.000831,0.000000
20.100208,0.000849,0.000886,0.000000
20.150217,0.001004,0.000993,0.000000
20.200234,0.000969,0.000956,0.000000
20.250191,0.001181,0.001111,0.000000
20.300195,0.001390,0.001235,0.000000
20.350198,0.001651,0.001467,0.000000
20.400200,0.002055,0.001875,0.000000
20.451708,0.002276,0.001947,0.000000
20.500206,0.002575,0.002069,0.000000
20.550206,0.002646,0.002157,0.000000
20.609827,0.002458,0.001895,0.000000
20.650220,0.002128,0.001513,0.000000
20.700214,0.001813,0.001317,0.000000
20.750218,0.001466,0.001101,0.000000
20.800219,0.001101,0.000768,0.000000
20.850219,0.000886,0.000566,0.000000
20.900227,0.001142,0.000849,0.000000
20.950237,0.001395,0.001020,0.000000
21.000197,0.001642,0.001304,0.000000
21.051583,0.001945,0.001537,0.000000
21.100205,0.002221,0.001697,0.000000
21.150204,0.002710,0.002257,0.000000
21.200205,0.002659,0.002255,0.000000
21.250210,0.002497,0.001985,0.000000
21.300214,0.002445,0.001967,0.000000
21.370390,0.002147,0.001653,0.000000
21.400213,0.002019,0.001658,0.000000
21.450221,0.001621,0.001258,0.000000
21.500217,0.000866,0.000835,0.000000
21.550223,0.000784,0.000850,0.000000
21.600229,0.000637,0.000596,0.000000
21.650239,0.000924,0.000667,0.000000
21.700225,0.000929,0.000515,0.000000
21.750204,0.000984,0.000447,0.000000
21.800210,0.000927,0.000347,0.000000
21.850213,0.000626,0.000135,0.000000
21.900214,0.000489,0.000246,0.000000
21.969705,0.000388,0.000315,0.000000
22.000221,0.000800,0.000758,0.000000
22.050223,0.001192,0.001258,0.000000
22.100223,0.001355,0.001215,0.000000
22.150229,0.001423,0.001194,0.000000
22.200227,0.001145,0.000746,0.000000
22.250235,0.001092,0.000614,0.000000
22.300232,0.000933,0.000310,0.000000
22.350235,0.000503,0.000338,0.000000
22.400235,0.000402,0.000349,0.000000
22.450240,0.000777,0.000606,0.000000
22.500210,0.001211,0.000839,0.000000
22.550212,0.001325,0.001068,0.000000
22.600222,0.001688,0.001344,0.000000
22.650217,0.001925,0.001601,0.000000
22.700222,0.001930,0.001787,0.000000
22.750229,0.002203,0.001880,0.000000
22.800224,0.002244,0.001952,0.000000
22.850229,0.001823,0.001377,0.000000
22.900237,0.001448,0.000920,0.000000
22.950233,0.001123,0.000678,0.000000
23.000242,0.000710,0.000577,0.000000
23.059614,0.000640,0.000572,0.000000
23.100245,0.000898,0.000602,0.000000
23.150254,0.000916,0.000420,0.000000
23.200256,0.000758,0.000388,0.000000
23.250280,0.000748,0.000494,0.000000
23.300229,0.000728,0.000517,0.000000
23.350227,0.000428,0.000516,0.000000
23.400227,0.000503,0.000592,0.000000
23.450227,0.000516,0.000665,0.000000
23.500237,0.000861,0.000796,0.000000
23.550240,0.001119,0.000998,0.000000
23.600239,0.001161,0.000952,0.000000
23.650244,0.001153,0.001039,0.000000
23.700239,0.001403,0.001310,0.000000
23.750237,0.001420,0.001281,0.000000
23.809551,0.001445,0.001253,0.000000
23.850256,0.001103,0.000820,0.000000
23.900256,0.000968,0.000824,0.000000
23.950257,0.000810,0.000609,0.000000
24.000226,0.000611,0.000447,0.000000
24.050240,0.000430,0.000330,0.000000
24.100229,0.000653,0.000560,0.000000
24.159521,0.000890,0.000647,0.000000
24.209670,0.000962,0.000816,0.000000
24.250242,0.001284,0.000955,0.000000
24.300237,0.001426,0.001043,0.000000
24.350246,0.001518,0.001105,0.000000
24.400268,0.001591,0.001236,0.000000
24.450245,0.001477,0.001275,0.000000
24.500248,0.001618,0.001448,0.000000
24.550248,0.001796,0.001700,0.000000
24.600261,0.001734,0.001567,0.000000
24.650259,0.001703,0.001496,0.000000
24.700276,0.001575,0.001279,0.000000
24.750229,0.001651,0.001425,0.000000
24.800241,0.001551,0.001363,0.000000
24.850238,0.001369,0.001232,0.000000
24.900243,0.001151,0.001189,0.000000
24.950250,0.001015,0.000989,0.000000
25.000250,0.000959,0.000989,0.000000
25.050251,0.000816,0.000707,0.000000
25.100253,0.000471,0.000498,0.000000
25.150255,0.000327,0.000384,0.000000
25.200254,0.000245,0.000333,0.000000
25.250253,0.000160,0.000439,0.000000
25.300267,0.000245,0.000379,0.000000
25.350257,0.000598,0.000506,0.000000
25.400271,0.000771,0.000646,0.000000
25.450262,0.000778,0.000612,0.000000
25.500244,0.000844,0.000591,0.000000
25.550246,0.000929,0.000587,0.000000
25.600246,0.000934,0.000707,0.000000
25.650251,0.000934,0.000760,0.000000
25.700257,0.000921,0.000824,0.000000
25.750252,0.000992,0.001112,0.000000
25.800263,0.000986,0.001044,0.000000
25.850257,0.001195,0.001046,0.000000
25.900280,0.001241,0.000883,0.000000
25.950279,0.001119,0.000647,0.000000
26.000270,0.001203,0.000932,0.000000
26.050272,0.001261,0.001120,0.000000
26.100263,0.001334,0.001442,0.000000
26.150280,0.001404,0.001422,0.000000
26.200306,0.001620,0.001608,0.000000
26.250242,0.001847,0.001668,0.000000
26.300252,0.001979,0.001591,0.000000
26.350258,0.001794,0.001423,0.000000
26.400258,0.001494,0.001149,0.000000
26.450269,0.001229,0.001034,0.000000
26.500281,0.001135,0.000956,0.000000
26.550262,0.001121,0.001018,0.000000
26.609944,0.001172,0.001041,0.000000
26.650266,0.001289,0.001066,0.000000
26.700284,0.001358,0.000988,0.000000
26.760576,0.001135,0.000775,0.000000
26.800282,0.001039,0.000747,0.000000
26.850284,0.001042,0.000846,0.000000
26.900290,0.000729,0.000672,0.000000
26.950295,0.000548,0.000544,0.000000
27.000259,0.000648,0.000634,0.000000
27.050262,0.000894,0.000820,0.000000
27.100266,0.001195,0.001230,0.000000
27.150267,0.001530,0.001483,0.000000
27.200268,0.002043,0.001672,0.000000
27.259268,0.002459,0.001975,0.000000
27.319273,0.003696,0.003592,0.000000
27.350277,0.004515,0.004551,0.000000
27.407345,0.005401,0.005289,0.000000
27.451429,0.006635,0.006530,0.000000
27.500287,0.009265,0.009349,0.000000
27.550287,0.011425,0.011042,0.000000
27.609863,0.012842,0.011453,0.000000
27.650292,0.014961,0.014179,0.000000
27.700289,0.017198,0.016110,0.000000
27.750264,0.019397,0.017590,0.000000
27.800270,0.021052,0.018624,0.000000
27.850267,0.021377,0.019537,0.000000
27.900272,0.022080,0.020209,0.000000
27.950277,0.023323,0.020562,0.000000
28.000280,0.022764,0.020673,0.000000
28.050288,0.022386,0.020747,0.000000
28.100281,0.021138,0.019532,0.000000
28.150287,0.020111,0.018742,0.000000
28.200280,0.019079,0.018198,0.000000
28.250293,0.017808,0.017376,0.000000
28.300289,0.016750,0.016844,0.000000
28.350286,0.015668,0.016184,0.000000
28.400293,0.014695,0.015789,0.000000
28.450301,0.014652,0.015507,0.000000
28.519803,0.014446,0.015238,0.000000
28.550273,0.014271,0.015152,0.000000
28.600280,0.014636,0.015442,0.000000
28.650277,0.014470,0.015061,0.000000
28.700281,0.014369,0.014610,0.000000
28.750282,0.013949,0.013944,0.000000
28.800281,0.013301,0.013118,0.000000
28.850315,0.012558,0.012277,0.000000
28.900289,0.011645,0.011478,0.000000
28.950296,0.010269,0.010573,0.000000
29.000300,0.009575,0.010185,0.000000
29.050295,0.008879,0.009751,0.000000
29.100307,0.008268,0.009189,0.000000
29.150303,0.007052,0.007593,0.000000
29.200313,0.006188,0.006661,0.000000
29.250274,0.005225,0.005575,0.000000
29.300276,0.004414,0.004700,0.000000
29.350279,0.003232,0.003848,0.000000
29.400283,0.002129,0.003245,0.000000
29.450292,0.001414,0.002925,0.000000
29.500293,0.001791,0.002700,0.000000
29.550290,0.002034,0.002551,0.000000
29.624876,0.002332,0.002359,0.000000
29.650298,0.003120,0.002887,0.000000
29.700302,0.003099,0.002544,0.000000
29.750295,0.002961,0.002355,0.000000
29.800303,0.002537,0.002125,0.000000
29.850313,0.002304,0.001816,0.000000
29.900322,0.002081,0.001618,0.000000
29.950314,0.001842,0.001454,0.000000
30.000281,0.001243,0.001521,0.000000
30.050282,0.001220,0.001552,0.000000
30.100289,0.001399,0.001507,0.000000
30.150291,0.001250,0.001320,0.000000
30.200294,0.001279,0.000870,0.000000
30.250294,0.001399,0.000863,0.000000
30.300302,0.001223,0.000902,0.000000
30.350315,0.001068,0.000823,0.000000
30.400315,0.001063,0.001072,0.000000
30.450309,0.001529,0.001596,0.000000
30.500317,0.001867,0.001737,0.000000
30.550324,0.002666,0.002797,0.000000
30.600337,0.003850,0.004287,0.000000
30.650318,0.005093,0.005457,0.000000
30.700327,0.006676,0.006800,0.000000
30.750291,0.008309,0.008047,0.000000
30.800293,0.010212,0.009468,0.000000
30.850297,0.012341,0.010813,0.000000
30.900299,0.013875,0.012458,0.000000
30.950310,0.015380,0.014206,0.000000
31.000300,0.016765,0.015381,0.000000
31.050351,0.017792,0.016164,0.000000
31.100317,0.018875,0.017005,0.000000
31.150312,0.019776,0.017925,0.000000
31.200428,0.022899,0.021999,0.000000
31.250323,0.025877,0.025619,0.000000
31.300330,0.028611,0.028576,0.000000
31.350319,0.031711,0.031224,0.000000
31.400322,0.034811,0.033164,0.000000
31.450333,0.037809,0.034797,0.000000
31.500303,0.040864,0.036481,0.000000
31.550297,0.044033,0.041279,0.000000
31.600301,0.047929,0.046495,0.000000
31.650309,0.052951,0.052304,0.000000
31.700382,0.056155,0.054652,0.000000
31.750312,0.060186,0.057605,0.000000
31.800310,0.069300,0.067108,0.000000
31.850324,0.077225,0.073433,0.000000
31.900315,0.082440,0.078107,0.000000
31.950325,0.085797,0.080650,0.000000
32.000350,0.088902,0.083987,0.000000
32.050326,0.094183,0.087373,0.000000
32.100334,0.100825,0.093027,0.000000
32.150331,0.103036,0.098521,0.000000
32.200336,0.107069,0.104226,0.000000
32.250304,0.111801,0.109415,0.000000
32.300313,0.119533,0.116547,0.000000
32.350309,0.124391,0.119528,0.000000
32.400317,0.133059,0.127838,0.000000
32.450317,0.141004,0.136610,0.000000
32.500319,0.147558,0.142569,0.000000
32.550318,0.154776,0.149586,0.000000
32.600320,0.160487,0.153652,0.000000
32.650330,0.165505,0.158963,0.000000
32.700319,0.173670,0.164916,0.000000
32.750343,0.176678,0.168314,0.000000
32.800331,0.178943,0.172209,0.000000
32.850338,0.184174,0.178359,0.000000
32.900332,0.186000,0.180797,0.000000
32.950327,0.187602,0.180874,0.000000
33.010663,0.190311,0.184574,0.000000
33.050320,0.191043,0.186408,0.000000
33.100321,0.193483,0.188907,0.000000
33.150647,0.193118,0.188131,0.000000
33.200325,0.188368,0.184436,0.000000
33.250327,0.184015,0.179575,0.000000
33.300334,0.181599,0.176521,0.000000
33.350328,0.176035,0.173252,0.000000
33.400331,0.172222,0.172026,0.000000
33.450333,0.167735,0.171175,0.000000
33.518748,0.164514,0.169440,0.000000
33.558739,0.164050,0.168831,0.000000
33.600346,0.169499,0.174687,0.000000
33.650345,0.170690,0.174286,0.000000
33.700359,0.170105,0.170621,0.000000
33.750319,0.169690,0.169373,0.000000
33.800320,0.169215,0.168384,0.000000
33.850329,0.168703,0.166488,0.000000
33.900331,0.168170,0.165709,0.000000
33.950328,0.161988,0.163552,0.000000
34.000332,0.157842,0.159580,0.000000
34.050332,0.154357,0.153979,0.000000
34.100338,0.149204,0.148846,0.000000
34.150337,0.142455,0.142520,0.000000
34.200339,0.137884,0.139405,0.000000
34.250343,0.132584,0.136648,0.000000
34.300352,0.121447,0.124692,0.000000
34.369923,0.112888,0.116471,0.000000
34.400351,0.105752,0.109468,0.000000
34.450367,0.099137,0.103934,0.000000
34.500332,0.089845,0.093482,0.000000
34.550329,0.077000,0.082363,0.000000
34.600335,0.066170,0.075869,0.000000
34.650341,0.057729,0.064253,0.000000
34.700342,0.046933,0.053008,0.000000
34.750341,0.035332,0.042456,0.000000
34.800347,0.022354,0.032157,0.000000
34.850344,0.014464,0.025000,0.000000
